filename,class,destination,version_id,note
C1_dotplot.png,feeds_composite,archive,58d1ca82-18a0-4fcf-9695-56ab3ab6f57e,C系列單圖→待建 C composite(本次新增)
C2_pseudovolcano.png,feeds_composite,archive,b600c45e-fcea-48c9-af1e-dc95cae575e9,C系列單圖→待建 C composite(本次新增)
C3_funnel.png,feeds_composite,archive,351c5b08-ea9b-4dbd-a695-bdc94fd3316b,C系列單圖→待建 C composite(本次新增)
D10_qq.png,feeds_composite,archive,328afa4e-05d7-4232-9997-05b27952c801,D系列單圖→已整合入 gallery_1_distributions
D1_violin.png,feeds_composite,archive,532d8935-c1c4-496c-8ef8-bd2478dc455c,D系列單圖→已整合入 gallery_1_distributions
D2_box.png,feeds_composite,archive,0409ff00-6126-4dd3-bac3-70d64aea4935,D系列單圖→已整合入 gallery_1_distributions
D3_ridgeline.png,feeds_composite,archive,17367d8b-d456-4faf-9eea-f8ed4a18640c,D系列單圖→已整合入 gallery_1_distributions
D4_histogram.png,feeds_composite,archive,599e5635-ed4d-4e3a-b6d7-0af3f1c455b3,D系列單圖→已整合入 gallery_1_distributions
D5_ecdf.png,feeds_composite,archive,ae171601-877d-46bc-b157-f4db203e1b8f,D系列單圖→已整合入 gallery_1_distributions
D6_strip.png,feeds_composite,archive,99421cf6-2345-4344-846e-117e910ae93e,D系列單圖→已整合入 gallery_1_distributions
D7_swarm.png,feeds_composite,archive,541bd46d-088a-48b4-bd67-75e745f95082,D系列單圖→已整合入 gallery_1_distributions
D8_raincloud.png,feeds_composite,archive,c0b892a7-bd3c-4c52-8485-f8972241e9ac,D系列單圖→已整合入 gallery_1_distributions
D9_kde.png,feeds_composite,archive,6c95e626-d432-481f-9c6b-477056955cf6,D系列單圖→已整合入 gallery_1_distributions
H1_treemap.png,feeds_composite,archive,d3f1979c-178b-4ec5-9925-72a36dfbd023,H系列單圖→待建 H composite(本次新增)
H2_sunburst.png,feeds_composite,archive,729cd116-f4ff-4f62-a11b-3d3efba30c55,H系列單圖→待建 H composite(本次新增)
