ensg	param0	param1	param2	prior_mean	post_mean	lower_95	upper_95
ENSG00000131737	-1.3504618189911775	1.3508516806199988	40.60239986090777	-0.01933096320499647	-0.01851381830844315	-0.07102200000000014	0.036229200000000183
ENSG00000107779	1.281668564615415	1.1029438745059068	48.588309738693916	0.01305035483707537	0.010721136497097144	-0.03670799999999996	0.05649839999999973
ENSG00000168016	0.6787386318363235	0.8393109646484322	82.5354262087798	0.0032915387723676135	0.0033025191897143825	-0.015002400000000193	0.02250360000000029
ENSG00000187566	1.1193583264226743	1.0486887901428639	51.7394158741642	0.010007421153349742	0.02140108235632398	-0.014842800000000267	0.07373519999999978
ENSG00000109436	2.1185824731762732	1.8197565204771786	48.63722345783991	0.02925995950409097	0.021642529242606033	-0.034473600000000104	0.06719160000000013
ENSG00000112640	0.9927020885540595	1.0790524943496158	48.588309738693916	0.010248050643915275	0.0016503465867792836	-0.05298720000000001	0.044847599999999765
ENSG00000173992	-2.906817129333249	6.110578000209516	36.9514698044077	-0.15009540368143107	-0.1843265860838427	-0.27531000000000017	-0.10246320000000031
ENSG00000112078	-0.6851485224774979	0.9202752109562082	51.80637284408127	-0.005944022608385418	-0.006158443925888258	-0.04309200000000013	0.02904719999999994
ENSG00000204947	0.6701722652342879	0.8649833438503627	70.40925113300592	0.003755386839439106	-7.3488575610285e-05	-0.02904719999999994	0.023780399999999702
ENSG00000055147	-2.2523321447991655	1.3913566849966956	48.57551617897724	-0.02360381808609869	-0.026347677058330406	-0.07038359999999999	0.0004787999999997794
ENSG00000151746	-0.6562379205907949	0.8986443103132906	53.13846224423225	-0.005728361602897672	-0.01554053252288624	-0.06320160000000019	0.0169176000000002
ENSG00000183690	0.6787386318363235	0.8670043006831886	57.63571841827389	0.005143357360672003	0.00930156139726716	-0.021705600000000214	0.04851839999999985
ENSG00000184156	2.0600279642852257	1.9137382474684335	25.651843398219658	0.05934845160636706	0.043195289994774705	-0.06160560000000004	0.12736079999999994
ENSG00000122224	-2.2523321447991655	2.7380273870915186	64.87805768684858	-0.034966698749519014	-0.059732156895351676	-0.11411400000000027	-0.01803480000000013
ENSG00000131558	2.34333616317867	2.035186065068657	47.80680323322735	0.03509633016627489	0.05404777617691661	0.010373999999999661	0.1158695999999999
ENSG00000134508	2.0232255814703524	1.6834147988582553	28.099993973424365	0.045847636599968135	0.04229183450198169	-0.02856840000000016	0.11379479999999997
ENSG00000243729	0.8354302383909036	0.9104043811664024	51.65493615712943	0.006943791238782158	0.007568509647587288	-0.02793000000000001	0.04548599999999947
ENSG00000033627	0.3542828390956814	0.8639627166438383	52.88746179942733	0.0025365558206723983	0.006279403648715212	-0.028089599999999937	0.04628399999999999
ENSG00000143006	1.407760719009346	1.109985212354346	27.857980623925375	0.023743596106702902	0.016200829146046147	-0.06032880000000018	0.08554559999999967
ENSG00000068028	0.4405329768941677	0.8391506301427952	58.89811212574575	0.002801490996678955	0.004255699723576451	-0.025855200000000078	0.03686759999999989
ENSG00000088986	-1.8735361989948673	1.3080268425614234	30.605466045215266	-0.03123821370842137	-0.04336481228080347	-0.12592440000000016	0.014523599999999526
ENSG00000148942	0.6787386318363235	0.8670043006831886	57.775743628333416	0.005057915788323668	-0.002967298811688097	-0.04309200000000013	0.026174399999999487
ENSG00000152213	-1.1143357291370726	1.0321496914808048	42.41005681606838	-0.012753881433513647	-0.010621143037854254	-0.06080759999999996	0.03990000000000027
ENSG00000170606	1.860272935359004	1.462204468588148	35.02028327120053	0.03151930727315197	0.05313096841075107	0.0028728000000000087	0.1327872000000001
ENSG00000156269	0.5927170785874116	0.8858229567025858	54.54818434143452	0.004705218017484221	0.009225131170848827	-0.024578400000000222	0.050912399999999636
ENSG00000133115	0.6701722652342879	0.8391506301427952	58.7553667449927	0.004436561991237473	0.00956619789370546	-0.01899240000000013	0.04740119999999948
ENSG00000241794	0.6432578730001176	0.8886565343372963	51.22601466763871	0.00536955049553613	0.0023733516567565754	-0.038942400000000266	0.040059600000000195
ENSG00000213337	-0.6479351350491545	0.8777675043548341	52.88746179942733	-0.005154754047357442	-0.006446378107691483	-0.04596480000000014	0.02952599999999972
ENSG00000127564	-1.20213001048668	1.0664292823467454	41.656848184460515	-0.013559053188388123	-0.02195168885874847	-0.07070280000000029	0.015002400000000193
ENSG00000171469	2.922305208837517	4.264226017194241	59.96676983849312	0.06428575895866195	0.0697044751270804	0.02729159999999986	0.1233708
ENSG00000170801	1.1423027534143098	1.0846940858243448	64.05977079562996	0.008683454161046636	0.016914888577698246	-0.012927600000000261	0.05809439999999988
ENSG00000070770	-0.5626784294936042	0.8652615719828549	57.44267385650861	-0.0040170352772860175	-0.006139187328879124	-0.04357079999999991	0.02681280000000008
ENSG00000196150	0.4011118448657738	0.8639627166438383	52.845375270073504	0.0032772096038832625	0.0035542094296475185	-0.033835199999999954	0.04213440000000013
ENSG00000044090	0.6701722652342879	0.829886324424895	74.69441151166669	0.0032931846073815337	0.006147304313622239	-0.01468320000000034	0.031919999999999504
ENSG00000148572	-1.9064886671415415	1.6411380546623953	38.54918970002926	-0.0316718910389223	-0.021891463626147214	-0.08283240000000003	0.053146799999999494
ENSG00000115504	0.4405329768941677	0.8391506301427952	60.09304019938899	0.0027802434127975327	0.008926672954993612	-0.019152000000000058	0.046603199999999845
ENSG00000164751	-1.26973140666994	1.2054881769068382	41.12192329744061	-0.01642240556039988	-0.01115523901593167	-0.05825400000000025	0.04133639999999961
ENSG00000163513	0.5841404681342971	0.8639627166438383	52.88746179942733	0.004209210645097868	-0.000501361932060238	-0.04085760000000027	0.03287759999999995
ENSG00000104969	-0.35246551244868657	0.8592420694530946	57.44267385650861	-0.0025135931499960067	-0.0003036623748537611	-0.033835199999999954	0.036229200000000183
ENSG00000256683	2.4810322885362335	2.80549626799309	60.2645421519274	0.0392208726137942	0.053092678492588766	0.014044799999999746	0.10661279999999973
ENSG00000134962	0.941118637187112	1.0141452400516338	50.35188683658067	0.009340478389874623	0.00443924987652963	-0.03702720000000026	0.04117679999999968
ENSG00000120616	0.9927020885540595	1.0390687958126974	48.588309738693916	0.01016200918345523	0.013513868824154032	-0.026972400000000007	0.060009599999999885
ENSG00000123545	-0.6479351350491545	0.8777675043548341	52.88746179942733	-0.005106888704881752	0.000601122899126116	-0.032718000000000025	0.04133639999999961
ENSG00000184384	0.5841404681342971	0.861207877922114	53.34131298798313	0.004521293789522238	0.0002697651810494827	-0.03990000000000027	0.03463320000000003
ENSG00000178150	3.0355036274761154	6.365303947799334	59.38289994087092	0.09736384443577593	0.11124729524547704	0.05777520000000003	0.17300640000000023
ENSG00000224470	1.141067129128246	1.2791056876595543	40.86241068537296	0.016411896793834212	0.01799421478318259	-0.04373040000000028	0.07995959999999958
ENSG00000115457	0.39394317325332406	0.8592420694530946	54.721725242875536	0.00299486742659639	0.0021489899532743605	-0.03479279999999996	0.03814440000000019
ENSG00000120868	-0.9964680250224962	0.9874983613997115	53.01997905403644	-0.009033373928973663	-0.015014001708380485	-0.054583200000000165	0.014842800000000267
ENSG00000158773	-0.5626784294936042	0.9152468752356723	54.15818838337317	-0.004630217174368688	-0.005670770820091767	-0.045007200000000136	0.031121999999999872
ENSG00000204574	0.4405329768941677	0.8391506301427952	58.89811212574575	0.0033068563571044024	0.0027292286323451435	-0.02793000000000001	0.03351599999999966
ENSG00000101190	1.995256855682737	1.643849334121238	22.54966861326972	0.05507596301881627	0.10166225571344109	0.010533599999999588	0.24338999999999977
ENSG00000167083	-1.044797467517457	0.9934615200521493	46.5318616680901	-0.010335834011108888	-0.012033173483100592	-0.06000960000000033	0.031121999999999872
ENSG00000213996	-0.9255196531379455	0.9863331739990427	48.75991683459237	-0.008794660987468481	-0.014782402371623433	-0.060169200000000256	0.020907600000000137
ENSG00000177494	0.5939203804019103	0.8639627166438383	52.88746179942733	0.004602800509129741	0.0054210673399627774	-0.029526000000000163	0.04261319999999991
ENSG00000177479	0.39394317325332406	0.8628598256771851	52.221146214206016	0.002897242058026971	0.0037940121799436973	-0.033835199999999954	0.04293239999999976
ENSG00000147588	-2.0431326228191176	2.321964188857322	26.127588456930578	-0.06893130390258669	-0.04884143001750304	-0.15002400000000016	0.09192960000000028
ENSG00000197935	0.6787386318363235	0.8936944717660219	71.29920837814548	0.0042315607780087664	0.0009733241876209093	-0.027610800000000157	0.025855199999999634
ENSG00000175592	1.0978617391024068	1.069494809908492	34.87763059286584	0.014861339328279871	0.032671789548709536	-0.018513599999999908	0.10549560000000024
ENSG00000156697	0.634687089928369	0.8639627166438383	52.221146214206016	0.005335138480942833	0.0047849886968663585	-0.0325584000000001	0.04293239999999976
ENSG00000168843	2.594099769112133	2.601778636479181	36.95425575098566	0.060749693832891444	0.05693263183574809	0.010693199999999514	0.12113640000000014
ENSG00000134369	2.492468019956194	2.245176657373902	22.66136465607479	0.08377436272583558	0.08802442135093766	0.017236800000000052	0.18625319999999945
ENSG00000118046	0.39394317325332406	0.8592420694530946	55.28835473335161	0.00305502171729474	-0.0010059227311075918	-0.04133640000000005	0.03335639999999973
ENSG00000106244	-1.286092170060176	1.0270058835660751	42.242455633356435	-0.013232362177558946	-0.011502913471818595	-0.060648000000000035	0.03782519999999945
ENSG00000185864	-1.8484280897934986	1.5754930184533638	40.313873098258924	-0.028743943524434646	-0.021388821223904245	-0.06926640000000006	0.03335639999999973
ENSG00000183150	-0.6851485224774979	0.8777675043548341	52.88746179942733	-0.005424162811140696	-0.005544029539007006	-0.04277280000000028	0.029845199999999572
ENSG00000100100	-0.6479351350491545	0.9202752109562082	51.80637284408127	-0.005849570593564048	-0.022400555483477802	-0.08011919999999995	0.013246800000000114
ENSG00000164744	-0.39347228435834936	0.8273752190368248	68.09775073917139	-0.0021847549714529542	-0.005700263150560239	-0.036229200000000183	0.018832800000000205
ENSG00000100325	0.4405329768941677	0.861797699593527	56.869726428656186	0.0034394488643409936	0.009555377984528756	-0.021546000000000287	0.05075279999999971
